7.637882977724075317e-02,1.804244369268417358e-01,7.638113945722579956e-02,1.314368695020675659e-01,-1.572053134441375732e-02,-2.830012142658233643e-02,-1.911771148443222046e-01,-7.853556424379348755e-02,2.002888731658458710e-02,1.722133457660675049e-01
-6.104405224323272705e-02,-1.405184119939804077e-01,-7.323006540536880493e-02,-7.201788574457168579e-02,-5.132897198200225830e-02,-6.558451056480407715e-02,-8.129926398396492004e-03,1.537318080663681030e-01,-1.093121096491813660e-01,1.079128608107566833e-01
-3.261527046561241150e-02,-6.848888844251632690e-02,-5.210917443037033081e-03,-1.191096901893615723e-01,-3.963631391525268555e-02,-3.700460493564605713e-02,-1.462620049715042114e-01,5.716091021895408630e-02,3.963149338960647583e-02,1.175835654139518738e-01
8.683524280786514282e-02,1.670302003622055054e-01,-6.615369021892547607e-02,6.327302753925323486e-02,-5.531690642237663269e-02,-1.155885159969329834e-01,-4.579885676503181458e-02,-4.580968245863914490e-02,-5.424591898918151855e-02,9.962178021669387817e-02
-1.186751499772071838e-01,-2.382083423435688019e-02,-7.389707863330841064e-02,-5.402923002839088440e-02,9.157366305589675903e-02,5.412274226546287537e-02,-3.457345883361995220e-04,7.558221369981765747e-02,4.830408841371536255e-02,-1.692575663328170776e-01
6.441684812307357788e-02,1.800148189067840576e-01,-1.450195908546447754e-01,-8.795101940631866455e-02,1.255919225513935089e-02,5.369775742292404175e-02,-1.158385053277015686e-01,-1.576445251703262329e-02,-5.218207463622093201e-02,1.009878590703010559e-01
1.024143211543560028e-02,1.609591096639633179e-01,1.767417192459106445e-01,-1.132934615015983582e-01,-7.036079186946153641e-03,2.947006002068519592e-02,1.871974579989910126e-02,-1.702914573252201080e-02,1.578537970781326294e-01,-1.969458013772964478e-01
-1.133151352405548096e-01,1.010611206293106079e-01,-4.105289280414581299e-02,-1.005929335951805115e-02,5.348070524632930756e-03,4.938904196023941040e-02,4.755553975701332092e-02,1.235002651810646057e-01,-7.118452340364456177e-02,-2.100944966077804565e-01
-6.431259959936141968e-02,7.345794886350631714e-02,-9.081182628870010376e-02,1.099371388554573059e-01,6.783684343099594116e-02,6.331704556941986084e-02,1.091703325510025024e-01,-1.060232743620872498e-01,-2.590358443558216095e-02,-1.165275201201438904e-01
-4.475536290556192398e-03,-2.001311480998992920e-01,-1.976944319903850555e-02,-6.521017104387283325e-02,-1.560392528772354126e-01,1.061885207891464233e-01,2.749356906861066818e-03,-4.879598692059516907e-02,-3.863097354769706726e-02,-1.126226596534252167e-02
9.195946902036666870e-02,-1.229952126741409302e-01,3.747605904936790466e-02,9.565345942974090576e-03,7.324781268835067749e-02,-4.639350995421409607e-02,-8.318259567022323608e-02,9.196075797080993652e-02,1.535246223211288452e-01,3.814153373241424561e-02
-6.967131048440933228e-02,-9.757744520902633667e-02,-4.347282648086547852e-02,9.721693396568298340e-02,7.217697799205780029e-02,6.458967924118041992e-02,8.060214668512344360e-02,-1.445510834455490112e-01,-1.597158163785934448e-01,7.360713183879852295e-02
-4.649443179368972778e-02,-1.138508692383766174e-01,1.694652289152145386e-01,-1.031595095992088318e-01,-5.490617081522941589e-02,5.457699671387672424e-02,9.236725419759750366e-02,-1.180430278182029724e-01,-5.175156146287918091e-02,-1.910109817981719971e-01
4.927087947726249695e-02,-4.147874936461448669e-02,8.995068073272705078e-02,4.823910444974899292e-02,-5.552620161324739456e-03,-3.137810155749320984e-02,-1.470042113214731216e-02,-3.148819133639335632e-02,1.167073771357536316e-01,1.319139730185270309e-02
4.379879310727119446e-02,1.197524443268775940e-01,1.038325205445289612e-01,-6.599973142147064209e-02,-9.530030936002731323e-02,1.081881672143936157e-01,-1.203801203519105911e-02,1.113870963454246521e-01,8.554225787520408630e-03,-8.112295717000961304e-02
2.287507988512516022e-02,1.684632003307342529e-01,4.620414972305297852e-02,2.123772725462913513e-02,1.747103594243526459e-02,2.758475311566144228e-04,9.846883267164230347e-02,-9.649302065372467041e-02,7.650705520063638687e-03,-8.887226879596710205e-02
4.785223305225372314e-02,-9.128980338573455811e-02,-8.451654016971588135e-02,1.092143207788467407e-01,-8.192302659153938293e-03,-1.186753530055284500e-02,-6.964432448148727417e-02,-9.758780896663665771e-02,-9.534368664026260376e-02,-5.111277848482131958e-02
-6.359478086233139038e-02,1.532797515392303467e-01,-4.449325427412986755e-02,-1.291601359844207764e-01,4.904454946517944336e-02,-1.381669640541076660e-01,7.563430070877075195e-02,1.678064316511154175e-01,1.333987712860107422e-02,-8.185027539730072021e-02
1.227538436651229858e-01,-4.946480318903923035e-02,1.775303632020950317e-01,1.488986462354660034e-01,-1.311000883579254150e-01,1.473129242658615112e-01,-1.687854975461959839e-01,6.595378369092941284e-02,7.742049172520637512e-03,-1.474005430936813354e-01
2.579423971474170685e-02,6.427074223756790161e-02,1.238650083541870117e-01,7.768042385578155518e-02,-2.812960557639598846e-02,-4.793072864413261414e-02,1.316299103200435638e-02,-7.791762053966522217e-02,-4.911884665489196777e-02,1.176693812012672424e-01
-1.496794447302818298e-02,5.248924344778060913e-02,8.706186711788177490e-02,-9.102774783968925476e-03,-6.482527591288089752e-03,-2.472804114222526550e-02,1.511818468570709229e-01,-1.193568706512451172e-01,6.442000716924667358e-02,-1.305046770721673965e-02
1.371545195579528809e-01,1.497894376516342163e-01,-5.863397195935249329e-02,1.056673526763916016e-01,1.571835577487945557e-01,1.564570069313049316e-01,1.177226305007934570e-01,1.636023968458175659e-01,-4.548851400613784790e-02,-5.612415820360183716e-02
-1.293960362672805786e-01,-1.386967748403549194e-01,-8.278083801269531250e-02,-9.991633147001266479e-02,1.309775114059448242e-01,1.288822144269943237e-01,-7.387762516736984253e-02,5.895684286952018738e-02,8.437088876962661743e-02,1.596497930586338043e-02
1.092444639652967453e-02,2.017562650144100189e-02,1.361578255891799927e-01,-1.685889214277267456e-01,-3.545190766453742981e-02,3.111702390015125275e-03,1.195590570569038391e-01,-1.590076982975006104e-01,3.946230188012123108e-02,-5.224510654807090759e-02
8.571783453226089478e-02,-8.456605672836303711e-02,-1.063782349228858948e-01,1.430589109659194946e-01,-9.293224662542343140e-02,8.249301463365554810e-02,1.561107113957405090e-02,-4.570402950048446655e-02,-5.695328488945960999e-02,8.381859958171844482e-02
-2.863105153664946556e-03,-1.469448953866958618e-01,7.054638862609863281e-02,-1.443114690482616425e-02,-4.149144049733877182e-03,3.699610009789466858e-02,-9.489437192678451538e-02,-1.270513609051704407e-02,-8.419109135866165161e-02,1.066891849040985107e-02
3.418552130460739136e-02,-5.761079490184783936e-02,-9.091861546039581299e-02,-2.850191900506615639e-03,-6.500885635614395142e-02,-1.378242224454879761e-01,2.076770924031734467e-02,1.066043749451637268e-01,-5.286308005452156067e-02,-1.264651268720626831e-01
2.555165067315101624e-02,-1.360188871622085571e-01,-2.409280510619282722e-03,-6.220506131649017334e-02,-8.789401501417160034e-02,-2.356516383588314056e-02,-1.945089024957269430e-04,-1.047513540834188461e-02,1.197026148438453674e-01,4.498761519789695740e-02
9.929907321929931641e-02,4.803532361984252930e-02,5.508101731538772583e-02,1.137061323970556259e-02,-5.746712908148765564e-02,-9.155711531639099121e-02,-5.064908415079116821e-02,2.982137538492679596e-02,-6.240680068731307983e-02,-3.868999332189559937e-02
9.899761527776718140e-02,-1.208842545747756958e-01,-2.207165583968162537e-03,7.627179473638534546e-02,6.896899640560150146e-02,-6.811019033193588257e-02,-1.005717813968658447e-01,-1.570429839193820953e-02,1.120463907718658447e-01,1.651322692632675171e-01
-6.908771395683288574e-02,1.852563954889774323e-02,1.180078834295272827e-01,4.684764146804809570e-02,-5.573298782110214233e-02,1.534306630492210388e-02,-1.337180584669113159e-01,-1.384843140840530396e-01,8.881550282239913940e-03,1.235773265361785889e-01
9.003864228725433350e-02,-7.351660635322332382e-03,6.886094808578491211e-02,1.307318918406963348e-02,8.691380918025970459e-02,7.224999368190765381e-02,-3.657709062099456787e-02,7.233233191072940826e-03,4.469808936119079590e-02,-1.042786017060279846e-01
-3.550097346305847168e-02,1.356551945209503174e-01,-5.433244630694389343e-02,-9.616251103579998016e-03,1.711793690919876099e-01,-1.749342381954193115e-01,-9.489906579256057739e-02,7.763469219207763672e-02,-3.969509899616241455e-02,-8.251139521598815918e-02
1.038799360394477844e-01,1.576905883848667145e-02,2.238641865551471710e-02,3.449792740866541862e-03,6.062300875782966614e-02,-1.688774675130844116e-03,1.913621276617050171e-02,1.501884162425994873e-01,-6.879437714815139771e-03,-4.589900001883506775e-02
1.618218123912811279e-01,-1.557962000370025635e-01,-4.956785216927528381e-02,1.697289524599909782e-03,1.041860654950141907e-01,1.275985836982727051e-01,-1.341836601495742798e-01,-1.176313534379005432e-01,1.765263616107404232e-03,1.752711236476898193e-01
4.287907853722572327e-02,1.748718917369842529e-01,-9.590037912130355835e-02,-2.730307541787624359e-02,4.235657677054405212e-02,-2.176750749349594116e-01,1.440554410219192505e-01,2.567561157047748566e-02,-1.151251867413520813e-01,1.579497903585433960e-01
-4.411137197166681290e-03,-5.792407691478729248e-02,1.182365790009498596e-01,4.463358968496322632e-02,1.011256352066993713e-01,1.302617639303207397e-01,3.237006254494190216e-03,-6.539758294820785522e-02,2.806337177753448486e-02,1.617935448884963989e-01
-4.081965237855911255e-02,-1.273329555988311768e-01,8.953231573104858398e-02,1.222145184874534607e-02,-4.514491558074951172e-02,-7.829774171113967896e-02,-1.784083619713783264e-02,-8.431145548820495605e-02,7.463022321462631226e-02,-8.058708906173706055e-02
-1.466901898384094238e-01,-1.781478673219680786e-01,1.271552890539169312e-01,5.762594938278198242e-02,7.957360893487930298e-02,9.883555024862289429e-02,-5.482600256800651550e-02,7.914489507675170898e-02,7.381542026996612549e-02,-1.648794263601303101e-01
9.916408360004425049e-02,5.773266777396202087e-02,8.040736615657806396e-02,5.199515074491500854e-02,-6.568799726665019989e-03,2.959203906357288361e-02,-6.958201527595520020e-02,-1.708566099405288696e-01,-2.539931610226631165e-02,-1.074184253811836243e-01
-8.678859472274780273e-02,-1.103635057806968689e-01,-4.757026955485343933e-02,3.609482944011688232e-02,1.393296122550964355e-01,1.478063017129898071e-01,-6.369828432798385620e-02,-6.537940353155136108e-02,8.055330067873001099e-02,-1.034433580935001373e-02
